AS0 [ -Reserved AS-, ZZ ]
AS269139 [ AN TELECOM, BR ]
AS269140 [ VRM Telecom, BR ]
AS269141 [ B3 TELECOMUNICACOES LTDA, BR ]
AS269142 [ PINHAL TELECOM LTDA, BR ]
AS269143 [ AGNET PROVEDOR DE INTERNET LTDA-ME, BR ]
AS269144 [ SILVANET PROVEDOR DE INTERNET LTDA, BR ]
AS269145 [ WNKBR TELECOM, BR ]
AS269146 [ NOKE TELECOMUNICACOES LTDA, BR ]
AS269147 [ VALE VERDE TELECOMUNICACOES LTDA - ME, BR ]
AS269148 [ Adriano Henrique de Oliveira Servicos de Internet, BR ]
AS269149 [ Saracuruna Digital Servicos de Comunicacao Multimi, BR ]
AS269150 [ VMNET SOLUCOES EM TECNOLOGIA, BR ]
AS269151 [ SWAP TELECOM, BR ]
AS269153 [ Conecte Telecom, BR ]
AS269154 [ Pwt Internet e Tecnologia Ltda - ME, BR ]
AS269155 [ BS News Informatica SCM Ltda ME, BR ]
AS269156 [ ACOM DIGITAL COM. SERV. INFORMATICA LTDA, BR ]
AS269157 [ JOSE R G DA SILVA, BR ]
AS269158 [ SPEED TELECOM, BR ]
AS269159 [ Jose Williams da Silva Santos - ME, BR ]
AS269160 [ Nataly Oliveira Block Provedor de Internet, BR ]
AS269161 [ Andrios da Silva Padilha ME, BR ]
AS269162 [ RCS NET PROVEDOR DE INTERNET, BR ]
AS269163 [ L. O. LEANDRO INTERNET - ME, BR ]
AS269164 [ planoip telecom, BR ]
AS269165 [ GLINK Provedor de Internet, BR ]
AS269166 [ EBRANET COMERCIO E SERVICOS DE COMUNICACAO LTDA, BR ]
AS269167 [ vox fibra, BR ]
AS269168 [ NEWSIGNAL INTERNET E TECNOLOGIA, BR ]
AS269169 [ SUA TELECOM LTDA, BR ]
AS269170 [ Sp-link Telecom Comunicacao Multimidia - Scm LTDA, BR ]
AS269171 [ S DE OLIVEIRA SANTOS PROVEDOR - ME, BR ]
AS269172 [ JC NET TELECOM EIRELI ME, BR ]
AS269173 [ tecnet telecom, BR ]
AS269174 [ FIXANET TELECOM PROVEDOR DE INTERNET LTDA, BR ]
AS269175 [ SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G, BR ]
AS269176 [ ICA LOGISTICA LTDA EPP, BR ]
AS269177 [ PLUGUE TELECOMUNICACOES LTDA., BR ]
AS269178 [ J IVANILDO DE SALES MACIEL, BR ]
AS269179 [ CONNECT FIBER TELECOM, BR ]
AS269180 [ RODRIGUES SERVICOS DE COMUNICACAO LTDA, BR ]
AS269181 [ NET FIBRA SCM LTDA, BR ]
AS269182 [ PLUGAR TELECOM, BR ]
AS269183 [ sim telecomunicacao e multimidia, BR ]
AS269184 [ LUC FIBRA, BR ]
AS269185 [ G M B PIMENTEL ME, BR ]
AS269186 [ LAN INTERNET TELECOM LTDA - ME, BR ]
AS269187 [ PR LINK, BR ]
AS269188 [ HUBTEL TECNOLOGIA DE COMUNICACAO EIRELI, BR ]
AS269189 [ JVX TELECOM INTERNET E SERVICOS LTDA - ME, BR ]
AS269190 [ apa.com internet, BR ]
AS269191 [ Prefeitura Municipal de Joinville, BR ]
AS269192 [ 3CS Servicos de informatica Ltda., BR ]
AS269193 [ GLOBALNET PROVEDOR DE INTERNET EIRELI, BR ]
AS269194 [ STARONE INTERNET, BR ]
AS269195 [ J. CALUX &amp; CIA LTDA, BR ]
AS269196 [ P B Net Cursos Idiomas e Internet Ltda, BR ]
AS269197 [ ROGERIO CARLOS SCHIMIDT - ME, BR ]
AS269198 [ FRANCISCO ADSON DE MELO SOARES, BR ]
AS269199 [ INFOTEC TELECON LTDA, BR ]
AS269200 [ CONNECT TELECOMUNICACOES LTDA, BR ]
AS269201 [ UP FOUR NET TELECOM LTDA, BR ]
AS269202 [ BRASNET MULTIINFORMATICA LTDA ME, BR ]
AS269203 [ Sposto e Silva Comercio de Comp e Info Ltda, BR ]
AS269204 [ J. FERREIRA SOARES EIRELI, BR ]
AS269205 [ lider telecom, BR ]
AS269206 [ RJ INTERNET, BR ]
AS269207 [ ABSOLUTA NET TECNOLOGIA EIRELE - EPP, BR ]
AS269208 [ INOVA GUARUS TELECOM LTDA, BR ]
AS269209 [ Tribunal Regional do Trabalho da 21a Regiao, BR ]
AS269210 [ Espaco Livre Informatica Ltda ME, BR ]
AS269211 [ MUND NET TELECOMUNICACOES LTDA ME, BR ]
AS269212 [ INSTALE TELECOM LTDA, BR ]
AS269213 [ UPLINK TELECOM, BR ]
AS269214 [ J V ANDRADE TELECOMUNICACOES EIRELI ME, BR ]
AS269215 [ Mega Net Telecom Ltda, BR ]
AS269216 [ Fundacao Vale do Taquari de Educacao e Des. Social, BR ]
AS269217 [ LIVRE TELECOM / LINK SELECT, BR ]
AS269218 [ CARLETE DA SILVA CARDOSO, BR ]
AS269219 [ HOLLINE INTERNET SERVICE LTDA - ME, BR ]
AS269220 [ Vamos Internet Telecom Ltda, BR ]
AS269221 [ VIP CONNECT - SOLUCOES EM COMUNICACAO E NETWORKS, BR ]
AS269222 [ Carvalho comunicacao e multimidia ltda - me, BR ]
AS269223 [ JOAO MARCELO DOS SANTOS DRESCH ME, BR ]
AS269224 [ Universidade La Salle, BR ]
AS269225 [ MELO &amp; GIUNTINI LTDA - EPP, BR ]
AS269226 [ JR CONNECT INFORMATICA E TELECOM LTDA ME, BR ]
AS269227 [ P. R. DOS SANTOS SERVICOS DE COM MULT SCM, BR ]
AS269228 [ NETWORK SERVIcOS DE INFORMATICA Ltda., BR ]
AS269229 [ Superondas Internet Ltda., BR ]
AS269230 [ Perfect Provedor de Internet LTDA, BR ]
AS269231 [ BIOS NETWORKS TELECOMUNICACOES LTDA, BR ]
AS269232 [ ON SOLUCOES EM CONEXAO LTDA, BR ]
AS269233 [ GDM INFORMATICA LTDA, BR ]
AS269234 [ ULTRA CONNECT PROVEDOR DE INTERNET LTDA-ME, BR ]
AS269235 [ RUFINOS TECNOLOGIA DA INFORMACAO LTDA, BR ]
AS269236 [ Conexao Pereira e Ferreira Ltda-ME, BR ]
AS269237 [ CarandaiNet Servicos de Internet Ltda., BR ]
AS269238 [ REDE TOCANTINS DE TELECOM LTDA - EPP, BR ]
AS269239 [ NETINFOMAX PROVEDOR DE INTERNET LTDA, BR ]
AS269240 [ ONELINK SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA, BR ]
AS269241 [ Mauro Gava - ME, BR ]
AS269242 [ CCNET - SERV DE CONSULT EM TEC DA INFormacao Ltda, BR ]
AS269243 [ REDEVISTA TELECOMUNICACOES LTDA, BR ]
AS269244 [ DEAN MURILO GONCALVES OLIVEIRA - ME, BR ]
AS269245 [ CABO FIBRA INTERNET, BR ]
AS269246 [ VCONNECT TELECOM LTDA ME, BR ]
AS269247 [ RAIMUNDO NONATO MARTINS DE OLIVEIRA, BR ]
AS269248 [ WAGNER JOSE RIBEIRO, BR ]
AS269249 [ Nexo Telecom LTDA, BR ]
AS269250 [ EVOLUCAO TELECOM LTDA, BR ]
AS269251 [ DEISIANE SALES SANTOS - SW LINK, BR ]
AS269252 [ Jato64 Telecomunicacoes EIRELI., BR ]
AS269253 [ Moriah Net Comunicacoes ltda-me, BR ]
AS269254 [ Sol Internet, BR ]
AS269255 [ JACINTO SILVEIRA COSTA ME, BR ]
AS269256 [ INFOLINK INTERNET EIRELI, BR ]
AS269258 [ NETBOX TELECOM EIRELI - ME, BR ]
AS269259 [ aracagynet eireli, BR ]
AS269260 [ Fabreu Telecom &amp; Servicos, BR ]
AS269261 [ NETMAXXI TELECOMUNICACOES E INFORMATICA LTDA EPP, BR ]
AS269262 [ CONEXAO UPNET, BR ]
AS269263 [ Mundo Net Fibra, BR ]
AS269264 [ AJNS PROVEDOR DE INTENRET LTDA, BR ]
AS269265 [ Cyber Link, BR ]
AS269266 [ FIBERLINK NETWORK, BR ]
AS269267 [ Wilson Barbosa Comunicacoes ME, BR ]
AS269268 [ CONECT NET SERV DE INFORMATICA E MULTIMIDIA LTDA, BR ]
AS269269 [ V1 Informatica, BR ]
AS269270 [ ANDRE FERREIRA LIMA SERVICOS DE COMUNICACAO, BR ]
AS269271 [ SERGIO BATISTA CARDOZO ME, BR ]
AS269272 [ NEWNET TECNOLOGIA E PROJETOS LTDA, BR ]
AS269273 [ Emanuel Wagner Viana Teixeira - ME, BR ]
AS269274 [ VIANET TELECOM, BR ]
AS269275 [ Uniao Internet, BR ]
AS269276 [ WIT SERVICOS DE TELECOMUNICACOES EIRELI, BR ]
AS269277 [ A.A.B.I. COMERCIO DE PRODUTOS PARA INFORMATICA E C, BR ]
AS269278 [ CNT FIBRAS LTDA, BR ]
AS269279 [ ARENA TELECOM COMERCIO DE EQUIPAMENTOS DE INFORMA, BR ]
AS269280 [ INARA SILVA COSTA MOREIRA SERVICOS DE MULTIMIDIA, BR ]
AS269281 [ LEONARDO HOFFMANN EIRELI, BR ]
AS269282 [ MB CONECTANET PROVEDOR DE INTERNET LTDA, BR ]
AS269283 [ Ismael Leonardo da Silva, BR ]
AS269284 [ Instituto Euro Americano de Educacao Ciencia Tecno, BR ]
AS269285 [ DANIEL ARAUJO DOS SANTOS EIRELI - ME, BR ]
AS269286 [ Marcelo da Silva Brasil ME, BR ]
AS269287 [ Turbonet - Internet Banda Larga Eireli, BR ]
AS269288 [ DW SOLUTIONS SERVICOS DE TELECOMUNICACAO EIRELI, BR ]
AS269289 [ COPOBRAS S/A IND. E COM. DE EMBALAGENS, BR ]
AS269290 [ Cunha &amp; Fernandes Ltda - Me, BR ]
AS269291 [ Next Provedor de Acesso a Internet Ltda Me, BR ]
AS269292 [ M A B LIMA ME, BR ]
AS269293 [ FIBRATHEC TELECOMUNICACOES LTDA, BR ]
AS269294 [ MICROCONET LTDA - ME, BR ]
AS269295 [ WLAN NETWORK LTDA, BR ]
AS269296 [ NT TECNOLOGIAS E SERVICOS EIRELI, BR ]
AS269297 [ flavio lopes da silva, BR ]
AS269298 [ CYBER TELECOM PROVEDOR LTDA, BR ]
AS269299 [ New HB Servicos de Telecomunicacoes Ltda - ME, BR ]
AS269300 [ NETMITT IMP &amp; MULTIMIDIA EIRELI, BR ]
AS269301 [ S. DANTAS QUEIROZ TELECOM EIRELI, BR ]
AS269302 [ Fourlink Telecom Servicos de Telecomunicacoes Ltda, BR ]
AS269303 [ L B GOMES, BR ]
AS269304 [ BAHIAWEB TECNOLOGIA LTDA, BR ]
AS269305 [ George Izui Me, BR ]
AS269306 [ PAULO HENRIQUE SOARES DE SOUZA, BR ]
AS269307 [ livenet servicos de comunicacao multimidia ltda me, BR ]
AS269308 [ ORBI TELECOM, BR ]
AS269309 [ FIBRA LIVE SERVICOS DE TELECOMUNICACOES LTDA, BR ]
AS269310 [ MAVNET TECNOLOGIA DE INFORMACAO EIRELI, BR ]
AS269311 [ DNET BRASIL LTDA, BR ]
AS269312 [ NETFLY LTDA ME, BR ]
AS269313 [ IN -LINE TELECOMUNICACOES E COMERCIO EIRELI, BR ]
AS269314 [ GIACOMETTI &amp; GIACOMETTI LTDA ME, BR ]
AS269315 [ CLACI FABER PARIZOTTO EIRELI - ME, BR ]
AS269316 [ ROBOT BEST NET TEC. E SERVICOS EIRELI, BR ]
AS269317 [ MM TELECOM, BR ]
AS269318 [ Silva Poltronieri e Poltronieri LTDA, BR ]
AS269319 [ PS TELECOM LTDA - ME, BR ]
AS269320 [ R. M. de Oliveira EIRELI, BR ]
AS269321 [ VIEIRA E LARA LTDA, BR ]
AS269322 [ RONILSON SILVA SANTANA, BR ]
AS269323 [ D M Gianini &amp; Cia Ltda, BR ]
AS269324 [ PREFEITURA MUNICIPAL DE MARILIA, BR ]
AS269325 [ GENESIS NET SERVICE LTDA, BR ]
AS269326 [ A2 TELECOM PROVEDOR DE INTERNET LTDA, BR ]
AS269327 [ CONECTA IP TELECOM LTDA, BR ]
AS269328 [ REDES NEWNET COMUNICACAO LTDA - ME, BR ]
AS269329 [ Lidernet Telecom, BR ]
AS269330 [ BRAYANNET COMUNICACAO E MIDIA LTDA EPP, BR ]
AS269331 [ INFOARCOS SERVICOS DE INTERNET LTDA, BR ]
AS269332 [ MARLENE FRISKE SAUERESSIG - EIRELI, BR ]
AS269333 [ Tecnosul Provedor de Internet Ltda, BR ]
AS269334 [ LEV TELECOM EIRELI, BR ]
AS269335 [ SUPORT TELECOM LTDA, BR ]
AS269336 [ JECONIAS ARAUJO SILVA - EPP, BR ]
AS269337 [ CONECWEB SERVICOS DE COMUNICACAO LTDA, BR ]
AS269338 [ jato net telecomunicacoes ltda, BR ]
AS269339 [ CONEXAO WEB TELECOM LTDA, BR ]
AS269340 [ BM SERVICOS EM TELECOMUNICACOES LTDA., BR ]
AS269341 [ VOINER CORSINI MARTINS, BR ]
AS269342 [ FREE LIFE CONECT SOLUCOES DE COMUNICACAO LTDA, BR ]
AS269343 [ CRISTIANO FRANCISCO DE BARROS ME, BR ]
AS269344 [ Mayara L Martins ME., BR ]
AS269345 [ SPACY NET, BR ]
AS269346 [ Secretaria de Estado de Desenvolvimento e Inovacao, BR ]
AS269347 [ R.E. DUTRA PROVEDOR DE INTERNET, BR ]
AS269348 [ REDES METRO, BR ]
AS269349 [ P R M TEIXEIRA JUNIOR - ME, BR ]
AS269350 [ VIA NET TELECOMUNICACOES LTDA, BR ]
AS269351 [ TADEU DONIZETI DE MIRANDA COMUNICACOES MULTIMIDIA, BR ]
AS269352 [ NETCENTER TELECOM, BR ]
AS269353 [ VOLAREHOST INTERNET LTDA ME, BR ]
AS269354 [ NDD TELECOM - SERVICOS DE COMUNICACOES LTDA, BR ]
AS269355 [ VSC TELECOM EIRELI - ME, BR ]
AS269356 [ Forteleven Telecomunicacoes LTDA, BR ]
AS269357 [ Inter fibra telecomunicacao ltda, BR ]
AS269358 [ B R A TELECOM SERVICOS DE COMUNICACAO, BR ]
AS269359 [ CANAA TELECOMUNICACOES LTDA - ME, BR ]
AS269360 [ Itamaraju Provedor de Acesso a Internet Informatic, BR ]
AS269361 [ Francisco Washington Kennedy l de Andrade, BR ]
AS269362 [ CYBERVIA INTERNET LTDA, BR ]
AS269363 [ S GALVAO TELECOMUNICACOES, BR ]
AS269364 [ TELESAT INFORMATICA LTDA, BR ]
AS269365 [ SEA FIBER TELECOMUNICACOES LTDA, BR ]
AS269366 [ WICONECTA BANDA LARGA, BR ]
AS269367 [ PRO TELECOMUNICACOES LTDA, BR ]
AS269368 [ Providers Servicos em Telecomunicacoes LTDA, BR ]
AS269369 [ WHD Internet, BR ]
AS269370 [ Dwnet Banda Larga Comunicacao Multimidia e Informa, BR ]
AS269371 [ AMORIM &amp; ZANETTI AMORIM LTDA ME, BR ]
AS269372 [ ProSys Informatica LTDA ME, BR ]
AS269373 [ RG TELECOM, BR ]
AS269374 [ CLUSTERS TELECOM INFORMATICA LTDA ME, BR ]
AS269375 [ SAIONARA FERNANDES DA SILVA, BR ]
AS269376 [ JETFIBER SERVICOS DE COMUNICACAO MULTIMIDIA EIRELI, BR ]
AS269377 [ W.A.TECNOLOGIA LTDA, BR ]
AS269378 [ INFINITE TELECOM, BR ]
AS269379 [ JERSON UBIRATAN DA SILVA BARROS ME, BR ]
AS269380 [ UP LINK TELECOM, BR ]
AS269381 [ Chave &amp; Lacerda LTDA - ME, BR ]
AS269382 [ PORTAL NET TELECOM SERVICOS DE INTERNET EIRELI, BR ]
AS269383 [ FIRST NET TELECOMUNICACOES LTDA, BR ]
AS269384 [ Lognet Servicos de Telecomunicacoes EIRELI, BR ]
AS269385 [ Yeptv Telecomunicacoes Ltda, BR ]
AS269386 [ DIULIANE GOES CORREA COBRANCAS, BR ]
AS269387 [ COLLIS TELECOMUNICACOES LTDA, BR ]
AS269388 [ CONECTE TECNOLOGIA LTDA, BR ]
AS269389 [ MundialNet Telecom, BR ]
AS269390 [ E. Rodrigues Moreira CPF-000.496.936-70-ME, BR ]
AS269391 [ P&amp;N NET PROVEDOR, BR ]
AS269392 [ J FELIX JUNIOR - ME, BR ]
AS269393 [ KESLEY MATIAS DA SILVA EIRELI, BR ]
AS269394 [ Mitas - Internet Banda Larga Ltda, BR ]
AS269395 [ C de Souza Leite me, BR ]
AS269396 [ Altemar O Rios, BR ]
AS269397 [ JUMP NET, BR ]
AS269398 [ SOUZA E FRANCA LTDA, BR ]
AS269399 [ Paiva Santana Telecomunicacoes Ltda, BR ]
AS269400 [ Portonave S/A - Terminais Portuarios de Navegantes, BR ]
AS269401 [ EY TELECOMUNICACOES EIRELI, BR ]
AS269402 [ LEONARDO CRUZ SILVA AMARAL 06377768524, BR ]
AS269403 [ WI-FI NET TELECOMUNICACOES E MULTIMIDIA SCM EIRELI, BR ]
AS269404 [ Departamento de Transito do Estado - DETRAN/RJ, BR ]
AS269405 [ CONECT TEC TELECOMUNICACOES LTDA, BR ]
AS269406 [ Secretaria De Estado De Fazenda De Minas Gerais, BR ]
AS269407 [ STILLO NET PROVEDOR LTDA ME, BR ]
AS269408 [ Edmilson de Lima Araujo - me, BR ]
AS269409 [ Rio Online Telecomunicacoes e Informatica Ltda Me, BR ]
AS269410 [ CLECIA S L P COSTA COM. MULTIMIDIA - ME, BR ]
AS269411 [ G3LINK TELECOM SERVICO DE COMUNICACAO MULTIMIDIA, BR ]
AS269412 [ Oeste Telecom, BR ]
AS269413 [ SEMPRENET TELECOM - PROVEDOR DE TELECOMUNICACOES L, BR ]
AS269414 [ Assainet Provedor de Internet Ltda, BR ]
AS269415 [ BRUNO GUSTAVO CORDEIRO ME, BR ]
AS269416 [ SEMEAR TELECOM EIRELI, BR ]
AS269417 [ PONTOCOM SOLUCOES EM TECNOLOGIA LTDA, BR ]
AS269418 [ POWER CONNECT LTDA - ME, BR ]
AS269419 [ WWN Redes e Comunicacoes Ltda., BR ]
AS269420 [ IST INFORMATICA E TELECOMUNICAO 991DF EIRELI - ME, BR ]
AS269421 [ BRASILVOX TELECOMUNICACOES LTDA, BR ]
AS269422 [ Gkg Net Telecon Eireli, BR ]
AS269423 [ NETNOAR TELECOM, BR ]
AS269424 [ M dos santos rodrigues, BR ]
AS269425 [ RN TELECOMUNICACOES EIRELI, BR ]
AS269426 [ NORTH WAVE TELECOM EIRELI, BR ]
AS269427 [ ONSTARK SISTEMAS INTELIGENTES LTDA -EPP, BR ]
AS269428 [ -Reserved AS-, ZZ ]
AS269429 [ LUCIANA P. DA SILVA-INFORMATICA-ME, BR ]
AS269430 [ TERA TELECOM LTDA ME, BR ]
AS269431 [ ARFIBER PROVEDOR LTDA, BR ]
AS269432 [ LINK3 TELECOM, BR ]
AS269433 [ LINK TELECOM SERVICOS DE INTERNET LTDA., BR ]
AS269434 [ TAGUANET INFORMATICA, BR ]
AS269435 [ SISTEL FIBRA SERVICOS DE COMUNICACAO MULTIMIDIA LT, BR ]
AS269436 [ Out Service Telecom Servicos Eireli, BR ]
AS269437 [ PRADO TELECOM E SISTEMAS DE SEGURANCA ELETRONICA, BR ]
AS269438 [ C P DO NASCIMENTO SERVICOS DE COMUNICACAO, BR ]
AS269439 [ MAXINET SOLUCOES TECNOLOGICAS LTDA, BR ]
AS269440 [ LINHA OPTICA INFORMATICA E SERVICOS EIRELI - ME, BR ]
AS269441 [ MUNDO FIBRA, BR ]
AS269442 [ VG NET SERVICOS DE TELECOM, BR ]
AS269443 [ LOGNET PROVIDER INTERNET LTDA, BR ]
AS269444 [ SPNET PROVEDORES LTDA, BR ]
AS269445 [ DCESARY EMPREENDIMENTOS LTDA, BR ]
AS269446 [ CONECTA ITAPE LTDA ME, BR ]
AS269447 [ Aquidaweb Telecomunicacoes e Multimidia Ltda EPP, BR ]
AS269448 [ Amanda Carolina do Nascimento Silva de Souza, BR ]
AS269449 [ Net Valle Comunicacao, BR ]
AS269450 [ F. A da Mota ME, BR ]
AS269451 [ CONSELHO FEDERAL DE MEDICINA, BR ]
AS269452 [ JEFERSON MADALENA EPP, BR ]
AS269453 [ LUCIANO YAMASHIRO PINTO, BR ]
AS269454 [ FABIO F BARBOSA, BR ]
AS269455 [ GLFIBRA SERVICOS DE TELECOMUNICACOES LTDA, BR ]
AS269456 [ F &amp; F COMERCIO E SERVICOS DE TELECOMUNICACAO E SEG, BR ]
AS269457 [ G+B SISTEMAS E AUTOMACAO LTDA-ME, BR ]
AS269458 [ J.R. DA SILVA TELECOMUNICACOES, BR ]
AS269459 [ PROVEDOR RODRIGUES FERREIRA LTDA, BR ]
AS269460 [ NEW NET LG SOLUCOES TELECOMUNICACOES E INFORMATICA, BR ]
AS269461 [ Xfiber Internet, BR ]
AS269462 [ FIBRANETBR TECNOLOGIA LTDA, BR ]
AS269463 [ INTER-K Internet Service, BR ]
AS269464 [ NET FIBRA MAIS LTDA, BR ]
AS269465 [ VELOCE INTERNET BANDA LARGA LTDA, BR ]
AS269466 [ W da S Paixao, BR ]
AS269467 [ P 4 NET TELECOM LTDA, BR ]
AS269468 [ R. A DE SOUSA COMERCIO E SERVICOS - ME, BR ]
AS269469 [ GIGAR TELECOMUNICACOES LTDA ME, BR ]
AS269470 [ DS PROVEDOR DE ACESSO AS REDES DE COMUNIC. LTDA M, BR ]
AS269471 [ LEHMKUHLL e ANTONELLI LTDA-ME, BR ]
AS269472 [ Via Local Internet, BR ]
AS269473 [ i4 Telecom Eireli, BR ]
AS269474 [ YOUPLOAD TELECOM LTDA ME, BR ]
AS269475 [ E D Sousa telecomunicacoes, BR ]
AS269476 [ DJNET COMUNICACOES LTDA - ME, BR ]
AS269477 [ Jaciara Soares Dos Santos Cunha, BR ]
AS269478 [ BONVECCHI INTERNET LTDA, BR ]
AS269479 [ TTINET TELECOMUNICACOES LTDA, BR ]
AS269480 [ ANA CELIA RODRIGUES COELHO ME, BR ]
AS269481 [ PROINFO-COMERCIO E SERVICOS P/INFORMATICA LTDA-ME, BR ]
AS269482 [ UP TELECOM LTDA, BR ]
AS269483 [ CYBER NET TELECOMUNICACOES EIRELI ME, BR ]
AS269484 [ START TELECOM, BR ]
AS269485 [ JRNETWORKS Telecom, BR ]
AS269486 [ R.R SOARES INTERNET, BR ]
AS269487 [ PRIME TELECOM LTDA, BR ]
AS269488 [ RRLINK TELECOM LTDA, BR ]
AS269489 [ TERA TELECOM EIRELI, BR ]
AS269490 [ SYNCNET TELECOM, BR ]
AS269491 [ Carlos Alberto Lira Barros ME, BR ]
AS269492 [ MAN Latin America Ind. e Com. de Veiculos Ltda., BR ]
AS269493 [ WGO CONNECT TELECOMUNICACOES LTDA, BR ]
AS269494 [ GPR NET COMUNICACOES EIRELI, BR ]
AS269495 [ FibraMania Servicos de Telecomunicacoes Ltda, BR ]
AS269496 [ SaturnoTech Fibra, BR ]
AS269497 [ LENILSON FERREIRA DOS SANTOS, BR ]
AS269498 [ Prefeitura Municipal de Lajeado, BR ]
AS269499 [ FIBRALINK INTERNET E TELECOMUNICACOES LTDA, BR ]
AS269500 [ JFLC DURAO TECNOLOGIA, BR ]
AS269501 [ ONETECH SERVICOS DE COMUNICACAO E MULTIMIDIA LTDA, BR ]
AS269502 [ TECHNET COMUNICACAO MULTIMIDIA LTDA, BR ]
AS269503 [ OPTILINK SERVICOS DE TELECOMUNICACOES LTDA, BR ]
AS269504 [ Paulo Dos Santos Teixeira Junior, BR ]
AS269505 [ Paranet Telecom Eireli ME, BR ]
AS269506 [ LOGNET TELECOM LTDA ME, BR ]
AS269507 [ PRISSMA SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA, BR ]
AS269508 [ M. A. L. V. da Silva Junior e Cia Ltda, BR ]
AS269509 [ SUDOESTE SERVICO COMUNICACAO LTDA-ME, BR ]
AS269510 [ LEAO VASCONCELOS INFORMATICA LTDA ME, BR ]
AS269511 [ WELLINGTON SOUSA MENDES-ME, BR ]
AS269512 [ e.d rocha servicos e comercio - me, BR ]
AS269513 [ aladusnet informatica e telecomunicacao ltda - me, BR ]
AS269514 [ J D ARAUJO ME, BR ]
AS269515 [ V R RIBEIRO, BR ]
AS269516 [ SOLUCAO TELECOMUNICACOES LTDA-ME, BR ]
AS269517 [ SPACENET PROVEDOR TELECOM LTDA, BR ]
AS269518 [ NELCIONE ADRIANO DA SILVA, BR ]
AS269519 [ UAU TELECOM PROVEDOR DE INTERNET LTDA, BR ]
AS269520 [ NAFIBRA AMAMBAI INTERNET LTDA, BR ]
AS269521 [ C. E. de Freitas Eireli - ME, BR ]
AS269522 [ SANTOS &amp; ALMEIDA COMUNICACOES LTDA, BR ]
AS269523 [ BRUNO PAES PEDRO, BR ]
AS269524 [ Suprema Network Telecom LTDA, BR ]
AS269525 [ Grupo Net+, BR ]
AS269526 [ AFS TELECOM LTDA. -ME, BR ]
AS269527 [ IMPERTECH Telecom, BR ]
AS269528 [ T. DE S. ALENCAR, BR ]
AS269529 [ M2 TELECOMUNICACAO, BR ]
AS269530 [ ACCESSNET TELECOMUNICACOES EIRELI, BR ]
AS269531 [ Gildemberg de Souza Andrade Acesso a Internet EPP, BR ]
AS269532 [ P M - SERVICOS DE COMUNICACAO MULTIMIDIA LTDA, BR ]
AS269533 [ A.P. BEATO - INFORMATICA - ME, BR ]
AS269534 [ VIANET INFORMATICA, BR ]
AS269535 [ TEC PLUS TELECOMUNICAO LTDA, BR ]
AS269536 [ jairo de f santos - me, BR ]
AS269537 [ MUNDO TELECOM E SERVICOS LTDA - EPP, BR ]
AS269538 [ CONECTEC NET LTDA, BR ]
AS269539 [ PARA ENERGIA SOLAR LTDA - ME, BR ]
AS269540 [ smc informatica telecomunicacoes eireli-me, BR ]
AS269541 [ FABIO DE SOUZA LEITE, BR ]
AS269542 [ TSCM NET ANGRA TELECOMUNICACOES EIRELI, BR ]
AS269543 [ BCEC - BRASIL CENTRAL DE EDUCACAO E CULTURA SS, BR ]
AS269544 [ TWISTNET TELECOMUNICACOES LTDA, BR ]
AS269545 [ HERMOM SERVICOS E COMERCIO DE TELECOMUNICACOES LTD, BR ]
AS269546 [ BITNET TELECOM, BR ]
AS269547 [ TERALINK TELECOMUNICACOES EIRELI, BR ]
AS269548 [ JOSE RIBAMAR PEREIRA JUNIOR - ME, BR ]
AS269549 [ Ministerio Publico Estadual de Mato Grosso do Sul, BR ]
AS269550 [ INSTITUICAO TOLEDO DE ENSINO, BR ]
AS269551 [ J. VIEIRA DE LUCENA J J NET, BR ]
AS269552 [ NETBRAX SERVICOS E COMUNICACAO MULTIMIDIA LTDA, BR ]
AS269553 [ REDE ONLINE INTERNET LTDA, BR ]
AS269554 [ Tres Marias Fiber Telecom, BR ]
AS269555 [ F P Farias Informatica Eireli, BR ]
AS269556 [ Morfeu Telecom, BR ]
AS269557 [ CIA NET INFOR SOLUCOES EM INFORMATICA LTDA, BR ]
AS269558 [ B S V TELECOMUNICACOES E SERVICOS LTDA, BR ]
AS269559 [ J J T SANTOS - SERVICOS WEB E SOLUCOES PARA INTERN, BR ]
AS269560 [ Procuradoria Geral de Justica de Mato Grosso, BR ]
AS269561 [ M.M. Brito da Silva - Multimidia, BR ]
AS269562 [ YABORA INDUSTRIA AERONAUTICA S.A., BR ]
AS269563 [ MAX3 TELECOM LTDA, BR ]
AS269564 [ H. MASSAO SAKUMA, BR ]
AS269565 [ INTERNET VIVANET EIRELI, BR ]
AS269566 [ PHI TELECOM LTDA.ME, BR ]
AS269567 [ OP DOS SANTOS &amp; CIA LTDA, BR ]
AS269568 [ MEGA BYTE INTERNET LTDA - ME, BR ]
AS269569 [ Popnet Servicos De Telecomunicacoes Eireli, BR ]
AS269570 [ Polly Tecnologia e Computadores Eireli-ME, BR ]
AS269571 [ TECTURBO SOLUCOES EM TECNOLOGIA DA INFORMACAO EIRE, BR ]
AS269572 [ SPEED JET TELECOM LTDA, BR ]
AS269573 [ F. S. Cometti, BR ]
AS269574 [ Smart Net, BR ]
